10.162,9.979,9.877,7.103,4.213,11.613,6.485,7.720,7.858,11.429,4.761,11.182,8.318,5.322,8.631,9.721,3.517,6.810,6.340,0.725,4.199,7.412,2.657,8.715,0.347,5.242,8.769,5.214,5.775,5.459,8.960,6.864,4.737,7.948,9.195,5.639,4.539,8.679,3.228,7.994,8.555,10.724,5.739,3.277,1.870,1.942,10.987,9.244,9.377,10.621
12.367,12.047,11.903,8.652,4.902,13.983,7.807,9.387,9.367,13.724,5.835,13.477,10.241,6.315,10.642,11.634,4.269,8.148,7.540,0.855,5.042,8.880,3.038,10.489,0.410,6.216,10.811,6.370,6.750,6.513,10.867,8.229,5.683,9.666,11.150,6.875,5.314,10.380,3.874,9.583,10.261,13.025,6.875,3.727,2.152,2.250,13.202,11.279,11.344,12.909
14.124,13.612,13.415,9.893,5.257,15.744,8.788,10.707,10.401,15.395,6.727,15.193,11.876,6.968,12.363,12.989,4.860,9.094,8.344,0.934,5.656,9.928,3.173,11.804,0.450,6.851,12.559,7.313,7.288,7.239,12.355,9.207,6.367,11.030,12.672,7.869,5.750,11.579,4.341,10.724,11.492,14.836,7.687,3.861,2.270,2.400,14.822,12.927,12.853,14.718
12.157,11.849,11.708,8.505,4.833,13.756,7.680,9.228,9.221,13.503,5.734,13.257,10.060,6.218,10.453,11.449,4.198,8.019,7.423,0.842,4.961,8.738,2.999,10.319,0.404,6.121,10.619,6.261,6.653,6.411,10.685,8.097,5.592,9.503,10.963,6.758,5.237,10.216,3.812,9.430,10.097,12.806,6.765,3.681,2.123,2.219,12.989,11.086,11.156,12.691
7.540,7.600,7.566,5.255,3.579,8.916,4.981,5.747,6.225,8.852,3.450,8.560,5.932,4.274,6.127,7.608,2.630,5.334,5.059,0.595,3.253,5.783,2.365,6.700,0.282,4.220,6.226,3.820,4.844,4.316,6.722,5.346,3.680,5.910,6.904,4.161,3.792,6.807,2.505,6.225,6.650,8.008,4.477,2.957,1.636,1.667,8.492,6.799,7.094,7.914
8.818,8.777,8.715,6.154,3.930,10.258,5.730,6.710,7.057,10.142,4.082,9.862,7.073,4.814,7.322,8.674,3.064,6.079,5.716,0.664,3.727,6.603,2.543,7.704,0.316,4.748,7.440,4.495,5.349,4.897,7.819,6.109,4.211,6.904,8.028,4.879,4.195,7.753,2.868,7.114,7.607,9.336,5.112,3.161,1.773,1.822,9.739,7.985,8.220,9.236
11.632,11.378,11.252,8.134,4.720,13.224,7.384,8.833,8.905,12.998,5.469,12.739,9.575,6.018,9.942,11.037,4.020,7.731,7.177,0.818,4.775,8.420,2.952,9.922,0.392,5.926,10.101,5.980,6.483,6.189,10.238,7.800,5.385,9.095,10.506,6.460,5.100,9.851,3.670,9.084,9.724,12.263,6.519,3.632,2.084,2.171,12.499,10.594,10.702,12.149
10.787,10.608,10.503,7.539,4.506,12.350,6.896,8.197,8.371,12.160,5.048,11.890,8.812,5.673,9.142,10.349,3.735,7.250,6.757,0.774,4.468,7.889,2.849,9.269,0.370,5.590,9.288,5.532,6.172,5.815,9.517,7.306,5.041,8.438,9.767,5.985,4.850,9.241,3.435,8.508,9.104,11.387,6.108,3.518,2.003,2.078,11.688,9.808,9.965,11.277
11.246,10.991,10.867,7.865,4.540,12.770,7.130,8.539,8.590,12.548,5.292,12.303,9.270,5.802,9.627,10.651,3.886,7.461,6.921,0.788,4.610,8.126,2.834,9.581,0.378,5.712,9.781,5.784,6.240,5.970,9.895,7.529,5.198,8.792,10.154,6.247,4.909,9.506,3.543,8.768,9.386,11.854,6.292,3.485,2.002,2.088,12.067,10.246,10.341,11.745
10.160,9.856,9.729,7.111,3.932,11.425,6.378,7.708,7.613,11.197,4.811,11.017,8.463,5.120,8.801,9.475,3.503,6.635,6.120,0.691,4.114,7.236,2.413,8.568,0.332,5.038,8.940,5.244,5.428,5.295,8.912,6.707,4.635,7.939,9.143,5.653,4.277,8.451,3.159,7.811,8.367,10.689,5.602,2.952,1.716,1.801,10.775,9.278,9.291,10.598
10.832,10.569,10.446,7.577,4.332,12.274,6.853,8.224,8.238,12.053,5.104,11.827,8.950,5.559,9.298,10.224,3.741,7.161,6.634,0.754,4.428,7.802,2.694,9.208,0.362,5.473,9.446,5.576,5.960,5.727,9.525,7.229,4.992,8.468,9.773,6.020,4.691,9.123,3.402,8.419,9.014,11.413,6.041,3.309,1.906,1.990,11.593,9.874,9.948,11.310
10.067,9.896,9.798,7.035,4.200,11.521,6.434,7.649,7.807,11.343,4.712,11.092,8.225,5.291,8.534,9.653,3.485,6.763,6.301,0.722,4.168,7.359,2.655,8.647,0.345,5.212,8.671,5.163,5.753,5.424,8.880,6.815,4.702,7.874,9.113,5.585,4.521,8.619,3.204,7.936,8.492,10.626,5.697,3.277,1.867,1.937,10.903,9.153,9.297,10.523
10.553,10.378,10.276,7.375,4.409,12.082,6.747,8.019,8.190,11.897,4.939,11.632,8.620,5.551,8.943,10.125,3.654,7.094,6.611,0.758,4.371,7.719,2.789,9.068,0.362,5.469,9.086,5.412,6.039,5.690,9.310,7.148,4.932,8.255,9.555,5.855,4.746,9.041,3.361,8.324,8.907,11.140,5.976,3.443,1.960,2.033,11.436,9.595,9.749,11.032
13.807,13.385,13.210,9.665,5.323,15.512,8.660,10.474,10.327,15.200,6.542,14.959,11.513,6.943,11.974,12.858,4.760,9.004,8.300,0.936,5.584,9.820,3.261,11.634,0.450,6.830,12.164,7.129,7.350,7.183,12.108,9.103,6.291,10.788,12.421,7.683,5.793,11.467,4.288,10.602,11.356,14.525,7.603,3.987,2.320,2.437,14.627,12.613,12.620,14.401
10.098,9.922,9.823,7.058,4.201,11.549,6.449,7.672,7.821,11.369,4.729,11.120,8.257,5.299,8.568,9.673,3.495,6.776,6.312,0.723,4.177,7.374,2.653,8.667,0.346,5.220,8.705,5.180,5.756,5.434,8.905,6.829,4.713,7.898,9.140,5.603,4.524,8.636,3.211,7.953,8.511,10.657,5.709,3.273,1.866,1.937,10.928,9.183,9.322,10.555
10.060,9.894,9.797,7.031,4.206,11.519,6.433,7.644,7.810,11.343,4.707,11.090,8.216,5.293,8.524,9.654,3.483,6.763,6.304,0.723,4.168,7.359,2.660,8.645,0.346,5.215,8.660,5.158,5.760,5.425,8.875,6.815,4.703,7.869,9.109,5.581,4.526,8.620,3.204,7.937,8.493,10.620,5.698,3.284,1.870,1.940,10.903,9.146,9.294,10.517
10.054,9.816,9.703,7.032,4.037,11.402,6.366,7.633,7.660,11.200,4.734,10.986,8.298,5.171,8.620,9.503,3.473,6.656,6.170,0.702,4.115,7.251,2.515,8.554,0.336,5.091,8.757,5.173,5.551,5.325,8.843,6.718,4.639,7.860,9.073,5.586,4.369,8.481,3.162,7.824,8.377,10.594,5.614,3.090,1.778,1.855,10.772,9.162,9.238,10.498
11.456,11.200,11.075,8.011,4.636,13.016,7.268,8.699,8.759,12.791,5.388,12.539,9.437,5.918,9.800,10.860,3.959,7.607,7.059,0.804,4.700,8.285,2.896,9.766,0.385,5.827,9.956,5.891,6.370,6.088,10.082,7.675,5.299,8.957,10.345,6.363,5.011,9.692,3.611,8.938,9.569,12.076,6.414,3.562,2.045,2.132,12.300,10.436,10.537,11.965
10.052,9.885,9.787,7.025,4.200,11.508,6.426,7.638,7.801,11.332,4.704,11.079,8.210,5.287,8.518,9.644,3.480,6.756,6.297,0.722,4.164,7.352,2.656,8.637,0.345,5.209,8.654,5.154,5.752,5.419,8.868,6.808,4.698,7.863,9.101,5.577,4.521,8.612,3.201,7.929,8.484,10.611,5.692,3.279,1.867,1.937,10.892,9.139,9.285,10.508
12.006,11.712,11.575,8.398,4.797,13.600,7.593,9.114,9.126,13.355,5.658,13.106,9.922,6.158,10.308,11.327,4.146,7.934,7.349,0.835,4.907,8.644,2.982,10.203,0.400,6.062,10.472,6.180,6.600,6.345,10.556,8.009,5.531,9.385,10.831,6.672,5.194,10.108,3.770,9.328,9.987,12.649,6.693,3.662,2.110,2.204,12.845,10.945,11.024,12.535
11.142,10.901,10.782,7.791,4.527,12.671,7.075,8.461,8.535,12.456,5.237,12.206,9.168,5.769,9.520,10.578,3.852,7.410,6.879,0.784,4.576,8.069,2.833,9.508,0.376,5.681,9.672,5.727,6.218,5.932,9.809,7.475,5.161,8.712,10.065,6.188,4.891,9.442,3.517,8.706,9.319,11.747,6.247,3.486,1.999,2.083,11.977,10.147,10.254,11.638
8.223,8.200,8.145,5.737,3.700,9.589,5.356,6.259,6.612,9.486,3.800,9.217,6.577,4.515,6.806,8.119,2.859,5.691,5.358,0.623,3.486,6.179,2.402,7.202,0.297,4.454,6.916,4.187,5.031,4.587,7.297,5.716,3.939,6.439,7.492,4.548,3.945,7.258,2.683,6.657,7.116,8.710,4.784,2.988,1.673,1.716,9.108,7.441,7.675,8.615
12.106,11.779,11.634,8.470,4.767,13.667,7.630,9.187,9.141,13.408,5.718,13.174,10.042,6.159,10.437,11.360,4.178,7.956,7.356,0.833,4.926,8.672,2.946,10.251,0.400,6.061,10.603,6.239,6.568,6.356,10.632,8.037,5.552,9.461,10.908,6.731,5.172,10.135,3.784,9.360,10.023,12.746,6.714,3.611,2.089,2.187,12.899,11.045,11.095,12.634
9.424,9.326,9.248,6.581,4.074,10.880,6.076,7.166,7.433,10.736,4.385,10.467,7.625,5.055,7.902,9.161,3.269,6.419,6.011,0.694,3.945,6.978,2.609,8.168,0.331,4.984,8.029,4.817,5.562,5.161,8.336,6.459,4.454,7.375,8.557,5.221,4.366,8.184,3.034,7.522,8.046,9.964,5.403,3.233,1.826,1.884,10.314,8.550,8.747,9.862
12.427,12.083,11.934,8.696,4.874,14.017,7.826,9.430,9.367,13.749,5.873,13.513,10.319,6.308,10.726,11.646,4.288,8.156,7.536,0.853,5.051,8.891,3.007,10.514,0.410,6.208,10.897,6.407,6.718,6.514,10.911,8.240,5.692,9.712,11.195,6.911,5.291,10.389,3.880,9.596,10.277,13.083,6.883,3.685,2.133,2.235,13.228,11.341,11.384,12.968
12.959,12.533,12.363,9.074,4.926,14.514,8.102,9.828,9.632,14.209,6.153,14.000,10.843,6.466,11.281,12.008,4.464,8.408,7.736,0.870,5.220,9.174,3.000,10.883,0.419,6.360,11.460,6.699,6.813,6.702,11.353,8.505,5.879,10.124,11.646,7.215,5.372,10.707,4.008,9.906,10.612,13.625,7.103,3.662,2.139,2.253,13.677,11.847,11.824,13.512
11.958,11.657,11.519,8.365,4.760,13.534,7.556,9.077,9.074,13.287,5.639,13.043,9.892,6.120,10.278,11.267,4.129,7.891,7.306,0.829,4.881,8.598,2.955,10.153,0.398,6.025,10.441,6.157,6.551,6.309,10.510,7.967,5.503,9.347,10.784,6.646,5.157,10.053,3.750,9.279,9.935,12.596,6.657,3.627,2.091,2.186,12.780,10.903,10.975,12.483
9.174,9.031,8.944,6.410,3.855,10.517,5.873,6.972,7.139,10.360,4.289,10.124,7.482,4.841,7.760,8.821,3.177,6.180,5.764,0.661,3.806,6.723,2.443,7.894,0.316,4.770,7.885,4.702,5.277,4.959,8.097,6.226,4.295,7.176,8.310,5.088,4.146,7.877,2.927,7.250,7.758,9.687,5.205,3.018,1.716,1.779,9.957,8.338,8.481,9.592
10.818,10.613,10.502,7.562,4.461,12.346,6.894,8.218,8.344,12.147,5.073,11.890,8.867,5.648,9.203,10.328,3.743,7.235,6.731,0.769,4.463,7.875,2.807,9.265,0.368,5.563,9.350,5.554,6.118,5.798,9.534,7.294,5.034,8.460,9.784,6.005,4.810,9.220,3.431,8.495,9.091,11.413,6.097,3.461,1.977,2.055,11.678,9.843,9.975,11.305
10.921,10.687,10.569,7.637,4.440,12.422,6.936,8.294,8.369,12.211,5.133,11.966,8.985,5.656,9.330,10.371,3.775,7.265,6.745,0.769,4.486,7.911,2.779,9.321,0.368,5.570,9.479,5.614,6.098,5.816,9.615,7.329,5.059,8.539,9.866,6.065,4.797,9.257,3.448,8.535,9.136,11.515,6.125,3.420,1.961,2.043,11.742,9.946,10.052,11.408
11.833,11.548,11.415,8.276,4.741,13.412,7.489,8.983,9.006,13.173,5.574,12.924,9.772,6.078,10.151,11.175,4.087,7.827,7.253,0.824,4.840,8.527,2.950,10.062,0.395,5.984,10.313,6.090,6.520,6.261,10.405,7.901,5.456,9.250,10.677,6.575,5.131,9.972,3.719,9.202,9.851,12.468,6.602,3.624,2.086,2.178,12.669,10.785,10.869,12.355
9.277,9.232,9.165,6.474,4.129,10.788,6.026,7.059,7.420,10.666,4.295,10.372,7.443,5.061,7.706,9.121,3.223,6.392,6.010,0.697,3.919,6.943,2.671,8.102,0.332,4.992,7.830,4.729,5.621,5.149,8.225,6.424,4.428,7.263,8.445,5.133,4.409,8.153,3.016,7.481,7.999,9.821,5.376,3.320,1.862,1.914,10.242,8.401,8.646,9.716
10.417,10.256,10.158,7.279,4.381,11.945,6.671,7.917,8.109,11.767,4.869,11.498,8.493,5.500,8.810,10.019,3.608,7.019,6.548,0.751,4.323,7.637,2.777,8.965,0.359,5.419,8.951,5.338,5.996,5.633,9.194,7.071,4.879,8.149,9.437,5.778,4.711,8.947,3.324,8.235,8.811,11.000,5.913,3.431,1.951,2.021,11.309,9.467,9.631,10.892
12.884,12.510,12.351,9.017,5.013,14.506,8.098,9.775,9.677,14.221,6.096,13.986,10.719,6.512,11.144,12.039,4.444,8.431,7.782,0.879,5.225,9.192,3.083,10.879,0.422,6.407,11.321,6.647,6.916,6.730,11.306,8.520,5.887,10.068,11.599,7.167,5.449,10.738,4.013,9.923,10.628,13.559,7.117,3.774,2.190,2.298,13.684,11.763,11.790,13.442
13.143,12.740,12.573,9.200,5.063,14.764,8.242,9.970,9.827,14.466,6.228,14.238,10.961,6.606,11.400,12.237,4.531,8.569,7.899,0.890,5.315,9.346,3.101,11.072,0.428,6.499,11.581,6.786,6.993,6.836,11.525,8.663,5.987,10.269,11.823,7.314,5.511,10.913,4.081,10.090,10.808,13.826,7.236,3.792,2.206,2.318,13.921,12.006,12.012,13.709
9.063,9.034,8.972,6.324,4.068,10.563,5.900,6.898,7.279,10.448,4.190,10.153,7.254,4.969,7.508,8.941,3.151,6.266,5.898,0.686,3.839,6.804,2.639,7.933,0.327,4.902,7.629,4.617,5.534,5.050,8.042,6.295,4.338,7.097,8.257,5.013,4.339,7.992,2.955,7.331,7.837,9.599,5.268,3.282,1.838,1.887,10.032,8.203,8.457,9.495
12.240,11.879,11.726,8.567,4.748,13.771,7.688,9.286,9.180,13.499,5.795,13.278,10.191,6.176,10.597,11.424,4.221,8.000,7.381,0.833,4.959,8.724,2.916,10.328,0.400,6.076,10.765,6.317,6.552,6.385,10.738,8.086,5.587,9.564,11.017,6.810,5.162,10.189,3.809,9.418,10.087,12.880,6.754,3.568,2.072,2.175,12.989,11.177,11.197,12.769
14.444,13.927,13.727,10.117,5.393,16.111,8.994,10.950,10.650,15.757,6.876,15.547,12.137,7.137,12.633,13.298,4.971,9.310,8.546,0.957,5.789,10.163,3.259,12.079,0.461,7.017,12.833,7.477,7.473,7.412,12.637,9.425,6.517,11.281,12.962,8.047,5.896,11.854,4.443,10.977,11.763,15.175,7.869,3.968,2.330,2.462,15.170,13.217,13.149,15.053
14.859,14.290,14.077,10.410,5.461,16.517,9.220,11.261,10.881,16.139,7.089,15.944,12.531,7.280,13.049,13.605,5.110,9.525,8.724,0.974,5.929,10.402,3.278,12.382,0.470,7.156,13.256,7.701,7.581,7.575,12.987,9.648,6.673,11.603,13.320,8.283,5.985,12.125,4.550,11.237,12.043,15.601,8.053,3.982,2.350,2.490,15.542,13.609,13.501,15.479
11.553,11.254,11.120,8.082,4.581,13.063,7.294,8.769,8.751,12.822,5.451,12.590,9.566,5.900,9.941,10.869,3.988,7.612,7.044,0.799,4.711,8.296,2.839,9.799,0.383,5.808,10.099,5.951,6.307,6.085,10.152,7.687,5.310,9.030,10.416,6.422,4.965,9.698,3.619,8.953,9.587,12.167,6.423,3.483,2.011,2.103,12.334,10.536,10.598,12.059
8.238,8.211,8.155,5.749,3.696,9.600,5.362,6.270,6.615,9.496,3.809,9.228,6.594,4.516,6.825,8.126,2.864,5.695,5.360,0.623,3.489,6.184,2.398,7.210,0.297,4.454,6.935,4.197,5.028,4.590,7.309,5.722,3.943,6.451,7.505,4.557,3.943,7.264,2.685,6.663,7.123,8.725,4.788,2.982,1.670,1.715,9.117,7.456,7.686,8.631
9.948,9.833,9.748,6.949,4.273,11.467,6.404,7.564,7.822,11.311,4.634,11.033,8.064,5.316,8.359,9.647,3.450,6.759,6.323,0.729,4.156,7.349,2.730,8.608,0.348,5.240,8.493,5.089,5.837,5.432,8.796,6.803,4.692,7.785,9.029,5.513,4.583,8.617,3.196,7.923,8.475,10.515,5.690,3.380,1.912,1.975,10.867,9.030,9.225,10.409
12.970,12.565,12.398,9.080,4.979,14.558,8.127,9.838,9.683,14.261,6.150,14.040,10.826,6.507,11.260,12.060,4.470,8.445,7.781,0.877,5.239,9.212,3.045,10.917,0.422,6.401,11.439,6.699,6.879,6.736,11.370,8.540,5.902,10.133,11.664,7.219,5.422,10.755,4.023,9.946,10.654,13.642,7.132,3.721,2.168,2.279,13.725,11.851,11.849,13.527
10.084,9.913,9.815,7.048,4.206,11.540,6.444,7.662,7.820,11.362,4.720,11.111,8.240,5.299,8.549,9.669,3.491,6.774,6.312,0.723,4.175,7.371,2.659,8.661,0.346,5.221,8.686,5.172,5.762,5.432,8.895,6.826,4.710,7.887,9.129,5.595,4.528,8.633,3.209,7.949,8.506,10.644,5.707,3.281,1.869,1.940,10.922,9.169,9.313,10.541
12.796,12.366,12.196,8.960,4.844,14.317,7.992,9.703,9.493,14.013,6.079,13.812,10.717,6.370,11.151,11.838,4.407,8.289,7.623,0.856,5.148,9.045,2.945,10.735,0.412,6.265,11.328,6.616,6.702,6.605,11.206,8.387,5.797,9.995,11.495,7.125,5.285,10.555,3.953,9.768,10.465,13.450,7.003,3.592,2.101,2.214,13.489,11.700,11.669,13.340
13.259,12.772,12.586,9.287,4.921,14.770,8.245,10.050,9.751,14.440,6.317,14.255,11.156,6.531,11.614,12.181,4.562,8.529,7.822,0.875,5.305,9.312,2.967,11.073,0.422,6.421,11.798,6.866,6.824,6.787,11.596,8.636,5.972,10.354,11.894,7.388,5.385,10.858,4.072,10.058,10.778,13.926,7.209,3.609,2.123,2.245,13.904,12.136,12.062,13.815
